8.32E-4,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
1.000937,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
2.001588,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
3.014457,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
4.014838,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
5.015476,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
6.015683,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
7.016429,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0
8.016495,7,0.0,23,20,591396872,0,0,7,0.0,22,18,588251144,0,0,0,0
9.016498,7,0.0,29,25,591396872,0,0,7,0.016666666666666666,27,23,588251144,0,0,0,0
10.016704,7,0.0,29,26,591396872,0,0,7,0.016666666666666666,27,23,588251144,0,0,0,0
11.016837,7,0.0,29,26,591396872,0,0,7,0.016666666666666666,27,23,588251144,0,0,0,0
12.016958,7,0.0,29,26,591396872,0,0,7,0.016666666666666666,27,23,588251144,0,0,0,0
13.017148,7,0.0,29,26,591396872,0,0,7,-0.05,27,23,588251144,0,0,0,0
14.017261,7,0.0,29,26,591396872,0,0,7,-0.05,27,23,588251144,0,0,0,0
15.017331,7,0.0,29,26,591396872,0,0,7,0.016666666666666666,27,23,588251144,0,0,0,0
16.017335,7,0.0,29,26,591396872,0,0,7,0.016666666666666666,27,23,588251144,0,0,0,0
17.017445,7,0.0,29,26,591396872,0,0,7,0.016666666666666666,27,23,588251144,0,0,0,0
18.018188,7,0.0,29,26,591396872,0,0,7,0.016666666666666666,27,23,588251144,0,0,0,0
19.018569,7,0.0,29,26,591396872,0,0,7,-0.03333333333333333,27,23,588251144,0,0,0,0
20.018627,7,0.0,29,26,591396872,0,0,7,0.03333333333333333,27,24,588251144,0,0,0,0
21.018959,7,0.0,29,26,591396872,0,0,7,0.016666666666666666,27,24,588251144,0,0,0,0
22.019337,7,0.0,29,26,591396872,0,0,7,0.0,27,24,588251144,0,0,0,0
23.019639,7,0.0,29,26,591396872,0,0,7,-0.03333333333333333,27,24,588251144,0,0,0,0
24.019778,7,-0.03333333333333333,29,26,591396872,0,0,7,0.06666666666666667,27,24,588251144,0,0,0,0
25.019842,7,0.0,29,26,591396872,0,0,7,0.0,27,24,588251144,0,0,0,0
26.019956,7,0.05,29,26,591396872,0,0,7,-0.03333333333333333,27,24,588251144,0,0,0,0
27.020057,7,0.05,29,26,591396872,0,0,7,-0.03333333333333333,27,24,588251144,0,0,0,0
28.020737,7,0.0,29,26,591396872,0,0,7,-0.016666666666666666,27,24,588251144,0,0,0,0
