0.023399,-0.1875,2.0,-0.056640625,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.053466796875
1.042626,-0.34375,2.0,-0.05859375,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,11.999847412109375
2.042704,0.5,2.0,-0.056640625,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,11.998565673828125
3.052979,-0.875,2.0,-0.056640625,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.069061279296875
4.053296,0.4375,2.0,-0.056640625,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.021636962890625
5.053944,0.46875,2.0,-0.05859375,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.03680419921875
6.054044,-0.53125,2.0,-0.0546875,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.0654296875
7.054489,0.65625,2.0,-0.0546875,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.002197265625
8.054499,0.53125,2.0,-0.056640625,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.049407958984375
9.054587,0.53125,2.0,-0.0546875,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.007537841796875
10.054616,-0.28125,2.0,-0.056640625,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.0133056640625
11.054793,-0.21875,2.0,-0.0546875,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.019927978515625
12.054797,-0.46875,2.0,-0.056640625,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.02313232421875
13.054799,-0.0625,2.0,-0.052734375,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.020782470703125
14.054874,-0.46875,2.0,-0.0546875,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.025054931640625
15.054918,-0.03125,2.0,-0.052734375,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.050048828125
16.055507,0.28125,2.0,-0.056640625,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.026763916015625
17.056273,0.65625,2.0,-0.056640625,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.037445068359375
18.056861,0.03125,2.0,-0.056640625,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.022918701171875
19.057194,0.15625,2.0,-0.0546875,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.02911376953125
20.057378,0.25,2.0,-0.056640625,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.01800537109375
21.057519,0.28125,2.0,-0.052734375,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.008819580078125
22.058136,-0.03125,2.0,-0.0546875,2.0,0.0,0.0,0.0,0.17675790190696716,2.0,22.0,72.0,0,0.0,12.01800537109375
23.058737,5.03125,2.0,-0.13671875,2.0,0.234375,0.2421875,2.0,0.18164071440696716,2.0,22.0,72.0,1,0.23465169966220856,11.9560546875
24.059373,48.0,2.0,-0.55078125,2.0,0.9765625,0.90625,2.0,0.3505861163139343,2.0,22.0,72.0,1,0.974172055721283,11.408111572265625
25.059815,0.0,2.0,-0.236328125,2.0,1.4296875,1.4140625,2.0,0.4619143009185791,2.0,22.0,72.0,1,1.4265847206115723,11.32843017578125
26.059863,-22.71875,2.0,-0.107421875,2.0,-0.234375,-0.228515625,2.0,0.19726572930812836,2.0,22.0,72.0,1,-0.23465169966220856,11.7620849609375
27.059876,-29.3125,2.0,0.017578125,2.0,-0.9765625,-0.962890625,2.0,-0.5078127384185791,2.0,22.0,72.0,1,-0.974172055721283,11.38653564453125
28.05994,-92.625,2.0,-0.0390625,2.0,-1.4296875,-1.22265625,2.0,-0.8330082297325134,2.0,22.0,72.0,1,-1.4265847206115723,10.8443603515625
29.059996,0.0,2.0,-0.646484375,2.0,0.0,-1.49609375,1.0,-0.8144535422325134,2.0,22.0,72.0,0,0.0,11.79327392578125
30.060084,0.0,2.0,-0.0703125,2.0,0.0,-1.49609375,1.0,-0.8144535422325134,2.0,22.0,72.0,0,0.0,11.885772705078125
31.060117,-0.0625,2.0,-0.07421875,2.0,0.0,-1.49609375,1.0,-0.8144535422325134,2.0,22.0,72.0,0,0.0,11.91162109375
32.06019,0.0,2.0,-0.072265625,2.0,0.0,-1.49609375,1.0,-0.8144535422325134,2.0,22.0,72.0,0,0.0,11.9833984375
33.060198,-0.0625,2.0,-0.076171875,2.0,0.0,-1.49609375,1.0,-0.8144535422325134,2.0,22.0,72.0,0,0.0,11.9517822265625
34.060223,-0.59375,2.0,-0.078125,2.0,0.0,-1.49609375,1.0,-0.8144535422325134,2.0,22.0,72.0,0,0.0,11.929779052734375
35.06024,-0.375,2.0,-0.076171875,2.0,0.0,-1.49609375,1.0,-0.8144535422325134,2.0,22.0,72.0,0,0.0,11.947296142578125
36.060344,-0.03125,2.0,-0.080078125,2.0,0.0,-1.49609375,1.0,-0.8144535422325134,2.0,22.0,72.0,0,0.0,11.9808349609375
37.060417,-0.09375,2.0,-0.078125,2.0,0.0,-1.49609375,1.0,-0.8144535422325134,2.0,22.0,72.0,0,0.0,11.953277587890625
38.060434,0.0,2.0,-0.080078125,2.0,0.0,-1.49609375,1.0,-0.8144535422325134,2.0,22.0,72.0,0,0.0,11.9432373046875
39.060466,-0.125,2.0,-0.080078125,2.0,0.0,-1.49609375,1.0,-0.8144535422325134,2.0,22.0,72.0,0,0.0,12.01287841796875
