0, 10.3458, 1.93427, 1.34555
1, 10.346, 1.93445, 1.33941
2, 10.3461, 1.93458, 1.33631
3, 10.3462, 1.93468, 1.33445
4, 10.3463, 1.93475, 1.33321
5, 10.3463, 1.9348, 1.33232
6, 10.3463, 1.93508, 1.33073
7, 10.3463, 1.93531, 1.32954
8, 10.3463, 1.9355, 1.32863
9, 10.3463, 1.93566, 1.32792
10, 10.3463, 1.93579, 1.32737
11, 10.3463, 1.9359, 1.32694
12, 10.3463, 1.93599, 1.32661
13, 10.3463, 1.93605, 1.32635
14, 10.3463, 1.93611, 1.32616
15, 10.3463, 1.93614, 1.32602
16, 10.3463, 1.93617, 1.32592
17, 10.3463, 1.93619, 1.32586
18, 10.3462, 1.93651, 1.32514
19, 10.3462, 1.93678, 1.32456
20, 10.3461, 1.93701, 1.3241
21, 10.3461, 1.93719, 1.32374
22, 10.3459, 1.93782, 1.32271
23, 10.3458, 1.93837, 1.32186
24, 10.3432, 1.93981, 1.31591
25, 10.3411, 1.94122, 1.31081
26, 10.3395, 1.94261, 1.3064
27, 10.3382, 1.94396, 1.30259
28, 10.3372, 1.94525, 1.29928
29, 10.3364, 1.94649, 1.2964
30, 10.3358, 1.94767, 1.2939
31, 10.3353, 1.94878, 1.29173
32, 10.335, 1.94982, 1.28985
33, 10.3347, 1.9508, 1.28823
34, 10.3344, 1.9517, 1.28683
35, 10.3343, 1.95252, 1.28564
36, 10.3341, 1.95327, 1.28463
37, 10.334, 1.95395, 1.28377
38, 10.3339, 1.95455, 1.28306
39, 10.3339, 1.95507, 1.28248
40, 10.3338, 1.95563, 1.28189
41, 10.3338, 1.9561, 1.2814
42, 10.3337, 1.9565, 1.28102
43, 10.3337, 1.95683, 1.28073
44, 10.3337, 1.95709, 1.28051
45, 10.3337, 1.95727, 1.28036
46, 10.3321, 1.95053, 1.28309
47, 10.3307, 1.944, 1.28569
48, 10.3296, 1.93766, 1.28816
49, 10.3287, 1.93147, 1.29049
50, 10.328, 1.92543, 1.29268
51, 10.3274, 1.91953, 1.29473
52, 10.3269, 1.91376, 1.29665
53, 10.3265, 1.90813, 1.29843
54, 10.3262, 1.90265, 1.30009
55, 10.3259, 1.89734, 1.30163
56, 10.3257, 1.89222, 1.30305
57, 10.3256, 1.88731, 1.30436
58, 10.3248, 1.87854, 1.30561
59, 10.3242, 1.87036, 1.30682
60, 10.3237, 1.86277, 1.30796
61, 10.3234, 1.85578, 1.30904
62, 10.3233, 1.85635, 1.30872
63, 10.3233, 1.85674, 1.30852
64, 10.3229, 1.84935, 1.30915
65, 10.3226, 1.84289, 1.30981
66, 10.3225, 1.83728, 1.3105
67, 10.3223, 1.83241, 1.31117
68, 10.3222, 1.82821, 1.31183
69, 10.3222, 1.82458, 1.31246
70, 10.3222, 1.82145, 1.31305
71, 10.3221, 1.81875, 1.31361
72, 10.3221, 1.81641, 1.31412
73, 10.3221, 1.81438, 1.31461
74, 10.3221, 1.81261, 1.31506
75, 10.3222, 1.81105, 1.31548
76, 10.3216, 1.8039, 1.31507
77, 10.3213, 1.79823, 1.31505
78, 10.321, 1.79366, 1.31527
79, 10.3209, 1.79479, 1.31406
80, 10.3208, 1.79566, 1.31326
81, 10.3207, 1.79628, 1.31274
82, 10.3207, 1.79668, 1.31243
83, 10.3207, 1.7969, 1.31227
84, 10.3207, 1.79695, 1.31224
85, 10.3207, 1.79684, 1.31231
86, 10.3207, 1.79662, 1.31245
87, 10.3207, 1.79562, 1.31288
88, 10.3207, 1.79463, 1.31332
89, 10.3207, 1.79365, 1.31377
90, 10.3208, 1.79267, 1.31422
91, 10.3208, 1.79168, 1.31469
92, 10.3208, 1.79069, 1.31517
93, 10.3208, 1.78969, 1.31565
94, 10.3209, 1.78868, 1.31614
95, 10.3209, 1.78766, 1.31664
96, 10.3193, 1.7736, 1.31176
97, 10.318, 1.76311, 1.30911
98, 10.3171, 1.75508, 1.30781
99, 10.3164, 1.74875, 1.30732
100, 10.3158, 1.74365, 1.30731
101, 10.2676, 1.52336, 1.05886
102, 10.2396, 1.62451, 1.11054
103, 10.2386, 1.63459, 1.11641
104, 10.2384, 1.63832, 1.11978
105, 10.2381, 1.63924, 1.12118
106, 10.2379, 1.64034, 1.12309
107, 10.2378, 1.6415, 1.12527
108, 10.2379, 1.64269, 1.12758
109, 10.238, 1.64389, 1.12996
110, 10.2381, 1.6451, 1.13236
111, 10.2383, 1.64632, 1.13477
112, 10.2385, 1.64754, 1.13718
113, 10.2387, 1.64877, 1.13959
114, 10.2389, 1.65, 1.14198
115, 10.239, 1.65125, 1.14436
116, 10.2392, 1.65249, 1.14673
117, 10.2398, 1.65421, 1.14952
118, 10.2402, 1.65576, 1.15215
119, 10.2405, 1.65723, 1.15466
120, 10.2424, 1.66028, 1.15808
121, 10.2435, 1.66265, 1.16111
122, 10.2443, 1.66464, 1.16389
123, 10.2449, 1.6664, 1.16649
124, 10.2453, 1.66801, 1.16896
125, 10.2457, 1.66953, 1.17133
126, 10.2538, 1.67696, 1.17407
127, 10.2583, 1.68161, 1.17686
128, 10.261, 1.68494, 1.17957
129, 10.2627, 1.68756, 1.18216
130, 10.2639, 1.68976, 1.18463
131, 10.2648, 1.69168, 1.18697
132, 10.2654, 1.69342, 1.18922
133, 10.2659, 1.69504, 1.19139
134, 10.2664, 1.69658, 1.1935
135, 10.2685, 1.69901, 1.19511
136, 10.2701, 1.70116, 1.1969
137, 10.2714, 1.70312, 1.1988
138, 10.2724, 1.70494, 1.20075
139, 10.2732, 1.70665, 1.20272
140, 10.2738, 1.70828, 1.20469
141, 10.2744, 1.70984, 1.20665
142, 10.2787, 1.71089, 1.20242
143, 10.2814, 1.7114, 1.19915
144, 10.2829, 1.71154, 1.19698
145, 10.2852, 1.71203, 1.19379
146, 10.2864, 1.71216, 1.19177
147, 10.2869, 1.71213, 1.1907
148, 10.287, 1.7121, 1.19035
149, 10.287, 1.71213, 1.19056
150, 10.2868, 1.71229, 1.19119
151, 10.2867, 1.71259, 1.19214
152, 10.2865, 1.71303, 1.19334
153, 10.2864, 1.7136, 1.19474
154, 10.2863, 1.7143, 1.19627
155, 10.2862, 1.71511, 1.19792
156, 10.2862, 1.71602, 1.19965
157, 10.2859, 1.71618, 1.20043
158, 10.2857, 1.71645, 1.20147
159, 10.2854, 1.71684, 1.20271
160, 10.2854, 1.71777, 1.20452
161, 10.2854, 1.71877, 1.20638
162, 10.2854, 1.71985, 1.20826
163, 10.2854, 1.72099, 1.21017
164, 10.2854, 1.72217, 1.21209
165, 10.2855, 1.72215, 1.2119
166, 10.2854, 1.72219, 1.2121
167, 10.2852, 1.7223, 1.21262
168, 10.285, 1.7225, 1.21339
169, 10.2848, 1.7228, 1.21436
170, 10.2846, 1.72321, 1.21551
171, 10.2844, 1.72373, 1.21678
172, 10.2842, 1.72434, 1.21817
173, 10.284, 1.72505, 1.21964
174, 10.2838, 1.72585, 1.22118
175, 10.2837, 1.72674, 1.22277
176, 10.284, 1.72656, 1.22216
177, 10.284, 1.72647, 1.2219
178, 10.284, 1.72648, 1.22193
179, 10.284, 1.7266, 1.22219
180, 10.2838, 1.72683, 1.22265
181, 10.2837, 1.72717, 1.22326
182, 10.2837, 1.72865, 1.2252
183, 10.2838, 1.73015, 1.2271
184, 10.2837, 1.73152, 1.22883
185, 10.2837, 1.73294, 1.23055
186, 10.2836, 1.73439, 1.23224
187, 10.2836, 1.73587, 1.23391
188, 10.2835, 1.73738, 1.23556
189, 10.2835, 1.73892, 1.23719
190, 10.2835, 1.74049, 1.23879
191, 10.2834, 1.74207, 1.24037
192, 10.2834, 1.74367, 1.24192
193, 10.2833, 1.74529, 1.24344
194, 10.2833, 1.74692, 1.24494
195, 10.2832, 1.74856, 1.24641
196, 10.2832, 1.7502, 1.24785
197, 10.2832, 1.75185, 1.24927
198, 10.2834, 1.75137, 1.2488
199, 10.2835, 1.75105, 1.24849
200, 10.2836, 1.75085, 1.24833
201, 10.2835, 1.75107, 1.2485
202, 10.2834, 1.75139, 1.24875
203, 10.2834, 1.75179, 1.24905
204, 10.2834, 1.7515, 1.24884
205, 10.2835, 1.75132, 1.24871
206, 10.2835, 1.75123, 1.24865
207, 10.2835, 1.75123, 1.24865
