100
100
-2.0,2.0
-10.0,10.0
m*s^-2
m*s^-1
ARMS
-1524.904,-1591.9634,-1656.488,-1718.8491,-1779.3796,-1838.404,-1896.2422,-1953.2346,-2009.7534,-2066.2324,-2123.2095,-2181.392,-2241.7646,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-982.35614,-853.1148,-752.0417,-665.06146,-586.7026,-514.19696,-445.92474,-380.85602,-318.28564,-257.7168
-1486.2812,-1552.9023,-1616.79,-1678.3086,-1737.783,-1795.5134,-1851.793,-1906.9155,-1961.1897,-2014.9626,-2068.642,-2122.7354,-2177.914,-2235.1294,-2295.8384,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-1915.8547,-1837.3228,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-1034.4045,-895.7763,-791.71564,-703.51483,-624.65814,-552.00116,-483.76617,-418.83783,-356.46924,-296.13397,-237.44928
-1447.438,-1513.6877,-1577.0051,-1637.7571,-1696.2554,-1752.7883,-1807.6255,-1861.022,-1913.2415,-1964.5593,-2015.2852,-2065.7822,-2116.5078,-2168.0625,-2221.2974,-2277.5225,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-1916.8396,-1834.8323,-1777.4011,-1732.2849,-1695.6489,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-1081.0933,-933.55963,-827.40643,-738.6364,-659.7609,-587.3255,-519.4207,-454.87402,-392.90576,-332.97406,-274.6853,-217.74551
-1408.354,-1474.2991,-1537.115,-1597.1685,-1654.7727,-1710.2024,-1763.7051,-1815.5122,-1865.8455,-1914.9314,-1963.0032,-2010.3203,-2057.186,-2103.9746,-2151.1758,-2199.475,-2249.9111,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-1964.0603,-1869.1804,-1802.1191,-1748.012,-1702.5474,-1663.7571,-1630.554,-1602.2725,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-1118.1287,-964.6857,-858.04236,-769.67694,-691.4476,-619.72064,-552.52313,-488.65643,-427.33417,-368.01007,-310.29163,-253.88593,-198.56708
-1369.0056,-1434.7148,-1497.0977,-1556.5259,-1613.3135,-1667.7273,-1719.9995,-1770.3435,-1818.9495,-1866.0022,-1911.6797,-1956.1682,-1999.6643,-2042.3906,-2084.6147,-2126.6719,-2169.024,-2212.335,-2257.663,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2021.8962,-1920.0881,-1846.418,-1785.4421,-1732.864,-1686.7544,-1646.0505,-1610.0913,-1578.4353,-1550.7725,-1526.8792,-1751.5742,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-1139.6377,-987.2059,-882.47736,-795.8339,-719.1081,-648.7005,-582.6722,-519.85065,-459.4682,-400.99518,-344.05103,-288.35272,-233.68533,-179.87997
-1329.3699,-1394.9146,-1456.9336,-1515.8088,-1571.855,-1625.3367,-1676.4792,-1725.4766,-1772.4988,-1817.6992,-1861.2161,-1903.178,-1943.7117,-1982.9385,-2020.9893,-2058.0,-2094.1348,-2129.5918,-2164.6323,-2199.6372,-2235.189,-2272.311,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2200.892,-2050.7334,-1965.6453,-1894.7341,-1832.3201,-1776.2583,-1725.4766,-1679.335,-1637.4094,-1599.4004,-1565.0793,-1534.2769,-1506.852,-1482.6987,-1461.7327,-1616.3611,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-1141.095,-999.4388,-899.6423,-816.32074,-742.12506,-673.7629,-609.44867,-548.09894,-489.0008,-431.6618,-375.72992,-320.943,-267.09924,-214.04407,-161.6535
-1289.4207,-1354.8745,-1416.5991,-1474.9932,-1530.3745,-1583.0085,-1633.1147,-1680.876,-1726.4482,-1769.9597,-1811.5203,-1851.2205,-1889.1355,-1925.3252,-1959.8303,-1992.6804,-2023.8801,-2053.4175,-2081.248,-2107.293,-2131.4146,-2153.4,-2172.9043,-2189.396,-2202.0068,-2209.3828,-2209.4443,-2199.4092,-2176.6914,-2140.8008,-2094.3145,-2041.3325,-1985.4641,-1929.166,-1873.9392,-1820.6614,-1769.8457,-1721.7773,-1676.6108,-1634.4231,-1595.2393,-1559.0562,-1525.854,-1495.6018,-1468.2649,-1443.81,-1422.2056,-1403.4265,-1518.4126,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-1123.4412,-1000.5739,-908.75934,-830.47064,-759.92926,-694.42084,-632.435,-573.0374,-515.61285,-459.73138,-405.0816,-351.43414,-298.61145,-246.47644,-194.92157,-143.85803
-1249.1313,-1314.5698,-1376.0742,-1434.0569,-1488.8481,-1540.7168,-1589.8774,-1636.509,-1680.7532,-1722.7258,-1762.5151,-1800.1865,-1835.7786,-1869.312,-1900.7783,-1930.1421,-1957.3342,-1982.2473,-2004.7268,-2024.5569,-2041.4465,-2055.019,-2064.7822,-2070.1367,-2070.3755,-2064.7466,-2052.5771,-2033.4568,-2007.4392,-1975.1394,-1937.6633,-1896.3857,-1852.7097,-1807.8867,-1762.9429,-1718.6702,-1675.6609,-1634.3408,-1595.0156,-1557.8923,-1523.1165,-1490.7815,-1460.9485,-1433.6509,-1408.9111,-1386.7375,-1367.1345,-1350.1047,-1437.6882,-1655.4221,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-1092.1416,-991.0423,-909.5545,-837.856,-772.0777,-710.252,-651.24054,-594.315,-538.98846,-484.91663,-431.84937,-379.597,-328.0158,-276.9939,-226.44037,-176.28491,-126.46945
-1208.4712,-1273.9756,-1335.333,-1392.979,-1447.2559,-1498.4368,-1546.74,-1592.3406,-1635.375,-1675.946,-1714.1318,-1749.9763,-1783.5032,-1814.7039,-1843.5435,-1869.9546,-1893.8359,-1915.0454,-1933.398,-1948.658,-1960.5376,-1968.6995,-1972.7607,-1972.3176,-1966.981,-1956.4402,-1940.5391,-1919.3438,-1893.1833,-1862.6516,-1828.5391,-1791.7451,-1753.1775,-1713.6836,-1674.0017,-1634.7444,-1596.4106,-1559.3875,-1523.9741,-1490.3933,-1458.812,-1429.354,-1402.1038,-1377.1248,-1354.46,-1334.1406,-1316.1895,-1300.6238,-1367.4768,-1510.2397,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-1052.8262,-972.3343,-902.34344,-838.3792,-778.31146,-720.94403,-665.5396,-611.6136,-558.8282,-506.94324,-455.7777,-405.1978,-355.09833,-305.3991,-256.03333,-206.94934,-158.10449,-109.46472
-1167.4089,-1233.0632,-1294.3528,-1351.7356,-1405.5725,-1456.1448,-1503.676,-1548.3398,-1590.2722,-1629.5713,-1666.3049,-1700.5083,-1732.1919,-1761.3362,-1787.8923,-1811.7812,-1832.8918,-1851.0779,-1866.1621,-1877.9324,-1886.1467,-1890.5447,-1890.867,-1886.875,-1878.3862,-1865.3198,-1847.7285,-1825.8325,-1800.0188,-1770.823,-1738.8818,-1704.8909,-1669.5391,-1633.4788,-1597.2913,-1561.4744,-1526.4492,-1492.5574,-1460.0723,-1429.207,-1400.1284,-1372.9648,-1347.8115,-1324.7429,-1303.8118,-1285.06,-1268.5205,-1254.2192,-1304.5457,-1402.5908,-1792.367,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-1079.6982,-1009.32135,-946.4428,-887.9511,-832.3022,-778.6131,-726.3366,-675.1086,-624.6811,-574.87335,-525.5535,-476.62317,-428.0064,-379.6463,-331.49457,-283.51617,-235.68137,-187.96722,-140.3518,-98.568756
-1125.9099,-1191.8044,-1253.105,-1310.3022,-1363.7742,-1413.8157,-1460.6567,-1504.4775,-1545.4116,-1583.5571,-1618.9778,-1651.7041,-1681.7434,-1709.0715,-1733.634,-1755.3535,-1774.1218,-1789.8071,-1802.2539,-1811.2876,-1816.721,-1818.3748,-1816.0869,-1809.739,-1799.2808,-1784.7556,-1766.3208,-1744.2537,-1718.9456,-1690.8826,-1660.6074,-1628.6982,-1595.7175,-1562.2039,-1528.6362,-1495.4426,-1462.9802,-1431.5552,-1401.4116,-1372.752,-1345.7332,-1320.4844,-1297.1011,-1275.6611,-1256.2227,-1238.8352,-1223.5327,-1210.3501,-1247.041,-1314.0454,-1491.4453,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-2299.999,-1119.5422,-1065.0173,-1013.54816,-963.8731,-915.3254,-867.51263,-820.1933,-773.20844,-726.4506,-679.8486,-633.3497,-586.91974,-540.53046,-494.16418,-447.8078,-401.45032,-355.08405,-308.70575,-262.30988,-215.89536,-169.46109,-123.0027,-95.27199
-1083.9373,-1150.1672,-1211.564,-1268.6553,-1321.8367,-1371.425,-1417.6597,-1460.7249,-1500.7585,-1537.8618,-1572.0972,-1603.4978,-1632.0696,-1657.7888,-1680.6062,-1700.4492,-1717.2268,-1730.8232,-1741.1113,-1747.9583,-1751.2341,-1750.823,-1746.6411,-1738.6592,-1726.9099,-1711.513,-1692.6746,-1670.6973,-1645.9617,-1618.9121,-1590.0276,-1559.8052,-1528.7295,-1497.2566,-1465.8037,-1434.7368,-1404.3772,-1374.9927,-1346.8079,-1320.0117,-1294.752,-1271.1492,-1249.3025,-1229.2883,-1211.167,-1194.9883,-1180.7935,-1168.6152,-1193.7817,-1237.5576,-1334.075,-2205.8208,-2299.999,-2299.999,-2299.999,-2299.999,-2290.185,-2255.4565,-2223.0347,-2193.5352,-2167.7515,-2146.644,-2131.2637,-2122.5,-2120.6753,-1163.0559,-1161.2871,-1159.7241,-1157.0952,-1152.2983,-1144.4392,-1132.917,-1117.4431,-1098.03,-1074.9177,-1048.4778,-1019.1403,-987.3244,-953.4191,-917.7558,-880.62177,-842.2485,-802.8332,-762.5362,-721.4902,-679.80145,-637.5622,-594.84467,-551.7138,-508.22095,-464.41003,-420.31836,-375.97998,-331.42004,-286.66266,-241.7287,-196.63574,-151.4002,-106.034164,-91.97414
