0.000000000000e+00	5.000000000000e+00	0.000000000000e+00
5.000000000000e-01	5.284085885120e+00	4.154114880000e-03
1.000000000000e+00	5.567798535899e+00	1.710564504427e-02
1.500000000000e+00	5.829465949227e+00	3.758923458916e-02
2.000000000000e+00	6.070769592744e+00	6.443440593031e-02
2.500000000000e+00	6.310988772104e+00	9.946964769981e-02
3.000000000000e+00	6.532315691149e+00	1.397982519323e-01
3.500000000000e+00	6.736520114199e+00	1.845196980032e-01
4.000000000000e+00	6.938983212943e+00	2.366742753096e-01
4.500000000000e+00	7.125877499555e+00	2.924043568511e-01
5.000000000000e+00	7.299020533914e+00	3.511774740783e-01
5.500000000000e+00	7.469848524805e+00	4.165708364518e-01
6.000000000000e+00	7.628512525355e+00	4.845614918208e-01
6.500000000000e+00	7.784416228719e+00	5.588822288036e-01
7.000000000000e+00	7.929721852454e+00	6.355626953350e-01
7.500000000000e+00	8.071837229391e+00	7.182307732211e-01
8.000000000000e+00	8.204871838079e+00	8.032533936686e-01
8.500000000000e+00	8.330463851577e+00	8.910655057307e-01
9.000000000000e+00	8.452374518707e+00	9.841275145585e-01
9.500000000000e+00	8.568151965960e+00	1.080496739199e+00
1.000000000000e+01	8.679849071259e+00	1.181764161007e+00
1.050000000000e+01	8.786560711740e+00	1.287103351156e+00
1.100000000000e+01	8.888803226752e+00	1.396969852006e+00
1.150000000000e+01	8.986401467796e+00	1.511158011321e+00
1.200000000000e+01	9.079794953519e+00	1.630204938133e+00
1.250000000000e+01	9.168238532533e+00	1.753130649491e+00
1.300000000000e+01	9.253216063516e+00	1.882113351599e+00
1.350000000000e+01	9.332959027505e+00	2.014532320910e+00
1.400000000000e+01	9.409734198366e+00	2.154379302827e+00
1.450000000000e+01	9.481010613700e+00	2.297221591129e+00
1.500000000000e+01	9.549569964758e+00	2.448996926735e+00
1.550000000000e+01	9.612388315314e+00	2.603328348940e+00
1.600000000000e+01	9.672496529989e+00	2.768193133179e+00
1.650000000000e+01	9.729775467110e+00	2.945468490248e+00
1.700000000000e+01	9.780628425058e+00	3.124751920007e+00
1.750000000000e+01	9.828192490737e+00	3.318121941195e+00
1.800000000000e+01	9.869129981712e+00	3.513031841657e+00
1.850000000000e+01	9.906133162691e+00	3.723707450163e+00
1.900000000000e+01	9.938450177056e+00	3.952047024893e+00
1.950000000000e+01	9.963423859279e+00	4.181285070718e+00
2.000000000000e+01	9.982745008773e+00	4.429803014862e+00
2.050000000000e+01	9.995341743543e+00	4.699428622991e+00
2.100000000000e+01	9.999952488403e+00	4.969221679209e+00
2.150000000000e+01	9.998331975358e+00	5.254634402403e+00
2.200000000000e+01	9.989473488195e+00	5.625733400128e+00
2.250000000000e+01	9.966225077870e+00	6.088019087098e+00
2.300000000000e+01	9.929689294365e+00	6.522346031536e+00
2.350000000000e+01	9.883717152870e+00	6.900868229920e+00
2.400000000000e+01	9.828272350110e+00	7.243097107132e+00
2.450000000000e+01	9.768056051174e+00	7.535664538711e+00
2.500000000000e+01	9.702708465481e+00	7.794387451909e+00
2.550000000000e+01	9.635494733695e+00	8.016492616437e+00
2.600000000000e+01	9.566138080094e+00	8.211374249017e+00
2.650000000000e+01	9.486660171448e+00	8.402053169664e+00
2.700000000000e+01	9.405994602244e+00	8.567633314930e+00
2.750000000000e+01	9.325162321857e+00	8.710884716108e+00
2.800000000000e+01	9.244900433113e+00	8.834595967519e+00
2.850000000000e+01	9.165592889142e+00	8.941525525007e+00
2.900000000000e+01	9.079304079208e+00	9.043063278681e+00
2.950000000000e+01	8.994265682223e+00	9.130047404678e+00
3.000000000000e+01	8.910050020023e+00	9.204988143719e+00
3.050000000000e+01	8.825748433752e+00	9.270117401199e+00
3.100000000000e+01	8.736843843117e+00	9.329238098240e+00
3.150000000000e+01	8.646896532935e+00	9.380083319492e+00
3.200000000000e+01	8.553254175852e+00	9.424381608095e+00
3.250000000000e+01	8.457262540369e+00	9.461516932819e+00
3.300000000000e+01	8.358604968915e+00	9.491757675620e+00
3.350000000000e+01	8.255982964540e+00	9.515448521545e+00
3.400000000000e+01	8.151756498775e+00	9.532104817842e+00
3.450000000000e+01	8.041718329133e+00	9.542275611628e+00
3.500000000000e+01	7.923417241621e+00	9.545425454422e+00
3.550000000000e+01	7.805003020942e+00	9.541165618167e+00
3.600000000000e+01	7.676398318774e+00	9.528826648088e+00
3.650000000000e+01	7.535287140142e+00	9.506806618360e+00
3.700000000000e+01	7.396664367135e+00	9.479760003548e+00
3.750000000000e+01	7.141737308421e+00	9.433481547931e+00
3.800000000000e+01	6.787622148386e+00	9.377823717816e+00
3.850000000000e+01	6.307018919615e+00	9.318331938249e+00
3.900000000000e+01	5.739158178114e+00	9.271854192491e+00
3.950000000000e+01	5.081947115497e+00	9.250268613190e+00
4.000000000000e+01	4.362457533188e+00	9.266258415880e+00
4.050000000000e+01	3.695735076233e+00	9.318044279655e+00
4.100000000000e+01	3.130483151559e+00	9.389803729864e+00
4.150000000000e+01	2.680097523369e+00	9.465277900043e+00
4.200000000000e+01	2.432864243295e+00	9.512513398531e+00
4.250000000000e+01	2.281565483744e+00	9.533703027155e+00
4.300000000000e+01	2.144358362736e+00	9.543855037506e+00
4.350000000000e+01	2.019294767577e+00	9.544864274503e+00
4.400000000000e+01	1.904245058335e+00	9.538192156820e+00
4.450000000000e+01	1.789732834374e+00	9.523634589384e+00
4.500000000000e+01	1.683489607892e+00	9.502392830392e+00
4.550000000000e+01	1.578815233936e+00	9.473468089612e+00
4.600000000000e+01	1.480634699711e+00	9.438406931798e+00
4.650000000000e+01	1.386708074603e+00	9.396948123200e+00
4.700000000000e+01	1.295788277411e+00	9.348677647371e+00
4.750000000000e+01	1.207546689877e+00	9.293351785365e+00
4.800000000000e+01	1.123214314108e+00	9.231806440443e+00
4.850000000000e+01	1.040227973944e+00	9.162011534417e+00
4.900000000000e+01	9.619053525932e-01	9.086728029010e+00
4.950000000000e+01	8.839099831745e-01	9.001522768888e+00
5.000000000000e+01	8.053325750759e-01	8.903944770557e+00
5.050000000000e+01	7.326933770341e-01	8.801736462568e+00
5.100000000000e+01	6.592658310148e-01	8.684849659168e+00
5.150000000000e+01	5.850134572150e-01	8.550380681523e+00
5.200000000000e+01	5.179555809983e-01	8.412225222427e+00
5.250000000000e+01	4.505317907651e-01	8.253976892949e+00
5.300000000000e+01	3.833939064169e-01	8.072622814550e+00
5.350000000000e+01	3.174889491067e-01	7.865168228558e+00
5.400000000000e+01	2.539999267851e-01	7.628675191783e+00
5.450000000000e+01	1.947074058369e-01	7.362395619006e+00
5.500000000000e+01	1.412385843768e-01	7.066151925456e+00
5.550000000000e+01	9.447623522034e-02	6.736130010992e+00
5.600000000000e+01	5.569226890916e-02	6.370022068479e+00
5.650000000000e+01	2.621065939224e-02	5.966263487985e+00
5.700000000000e+01	7.275777771257e-03	5.523466282528e+00
5.750000000000e+01	1.114819179648e-04	5.066532555847e+00
5.800000000000e+01	3.191910093735e-03	4.750529681269e+00
5.850000000000e+01	1.503024344326e-02	4.466755796779e+00
5.900000000000e+01	3.439532038383e-02	4.204994085952e+00
5.950000000000e+01	6.012212598204e-02	3.963562725110e+00
6.000000000000e+01	9.395258760887e-02	3.723167501544e+00
6.050000000000e+01	1.330826269058e-01	3.501625444471e+00
6.100000000000e+01	1.766164307197e-01	3.297167411886e+00
6.150000000000e+01	2.275100427546e-01	3.094390061344e+00
6.200000000000e+01	2.819976791892e-01	2.907139034178e+00
6.250000000000e+01	3.436335026356e-01	2.722055723375e+00
6.300000000000e+01	4.082016506090e-01	2.550924448065e+00
6.350000000000e+01	4.753851453352e-01	2.391928820575e+00
6.400000000000e+01	5.488740126253e-01	2.235645941317e+00
6.450000000000e+01	6.247451617623e-01	2.089932120703e+00
6.500000000000e+01	7.065906433920e-01	1.947360287609e+00
6.550000000000e+01	7.908172607073e-01	1.813840366866e+00
6.600000000000e+01	8.806456875733e-01	1.683871479748e+00
6.650000000000e+01	9.731031006244e-01	1.561520390022e+00
6.700000000000e+01	1.068888110502e+00	1.445278891500e+00
6.750000000000e+01	1.169584946542e+00	1.333088391096e+00
6.800000000000e+01	1.274375316813e+00	1.225860056238e+00
6.850000000000e+01	1.383715245159e+00	1.123077935557e+00
6.900000000000e+01	1.497402808645e+00	1.024921088904e+00
6.950000000000e+01	1.615975207430e+00	9.309506561553e-01
7.000000000000e+01	1.738458234956e+00	8.419198691758e-01
7.050000000000e+01	1.867023964174e+00	7.563383002341e-01
7.100000000000e+01	1.999061532737e+00	6.759902335394e-01
7.150000000000e+01	2.138552102778e+00	5.985947592201e-01
7.200000000000e+01	2.281075116541e+00	5.267059875388e-01
7.250000000000e+01	2.432555192460e+00	4.575208664369e-01
7.300000000000e+01	2.586628066479e+00	3.940929550194e-01
7.350000000000e+01	2.751257143719e+00	3.333637180638e-01
7.400000000000e+01	2.928319769307e+00	2.754513275958e-01
7.450000000000e+01	3.107425498026e+00	2.239928725437e-01
7.500000000000e+01	3.300639635788e+00	1.758139320723e-01
7.550000000000e+01	3.495424546720e+00	1.342947824836e-01
7.600000000000e+01	3.705995406085e+00	9.670344206723e-02
7.650000000000e+01	3.934251145755e+00	6.379327058863e-02
7.700000000000e+01	4.163430505625e+00	3.826693928276e-02
7.750000000000e+01	4.411908409057e+00	1.839106031375e-02
7.800000000000e+01	4.660812173730e+00	5.956220656441e-03
7.850000000000e+01	4.930597247453e+00	2.425232218485e-04
